fullname,isin
FINRA:SADV.BR,US84163BBW19
FINRA:ALLY5550609,US02006DM574
FINRA:AAPL5123998,US037833EF38
FINRA:FHLN5472074,US3130ATBP10
FINRA:BA4602177,US097023BY08
FINRA:FHLN4364162,US3130A84E00
FINRA:AGM5555820,US31422XY894
FINRA:EXC4953842,US202795JS00
FINRA:MS5011548,US61771BQY38
FINRA:FHLN5484196,US3130ATKH92
FINRA:AEP.LH,US037735CG04
FINRA:C.HCV,US172967CC36
FINRA:FHLN5522586,US3130AUGC25
FINRA:PSEC5519217,US74348GKG46
FINRA:FMCC4963829,US3134GVGF96
FINRA:PRU.VQ,US74432QAK13
FINRA:SLM.GBE,US78490FUM93
FINRA:FFCD4922119,US3133ELDQ42
FINRA:FHLN5134059,US3130ALF664
FINRA:C5010452,US17328VZJ24
FINRA:FHLN4632007,US3130AEBV19
FINRA:DXCWI5254613,US23355LAL09
FINRA:BCS4972800,US06747PLF44
FINRA:WFC3933627,XS0858674582
FINRA:FHLN5334464,US3130AQJU83
FINRA:BCS5052991,US06747QFW24
FINRA:ASFC5067712,USU0081PAA13
FINRA:BLDR4948411,USU08985AJ95
FINRA:C4978826,US17328VND81
FINRA:C5022737,US17328WAW82
FINRA:AGM5393483,US31422XXM90
FINRA:MTU5444789,US606822CK87
FINRA:FMCC5611609,US3134GYVX76
FINRA:VZ4651533,US92346MCZ23
FINRA:AGM4369987,US3132X0GX34
FINRA:GDLI5258227,US40139MBE03
FINRA:AGM4919300,US31422BPZ75
FINRA:WRK3702660,US583334AB33
FINRA:GS5136466,US38150AF594
FINRA:SLB4320432,USU8066LAE49
FINRA:FB5458293,USU59197AE06
FINRA:C4628421,US17324CU538
FINRA:GE3939221,US36966THC99
FINRA:BCS4933589,US06747NZQ05
FINRA:FFCD5610081,US3133EPPB58
FINRA:FHLN.RW,US31339KCU43
FINRA:NYB4763995,US649445AC78
FINRA:FNMA5008353,US3136G4YF44
FINRA:FHLN5164764,US3130AM2R26
FINRA:FFCD4467039,US3133EHDF74
FINRA:HBC5072055,US40438CZS33
FINRA:MS5630891,US61760QPB40
FINRA:CVX4985690,US166764BZ29
FINRA:SO4433685,US842587CY12
FINRA:FMCC5568271,US3134GYNY42
FINRA:FNMA.AJU,US3136F73T21
FINRA:FFCD5617167,US3133EPQF53
FINRA:FHLN4402238,US3130A9FD81
FINRA:SCGL3976535,US83368WBW01
FINRA:YMCA4730473,US98752YAK55
FINRA:FFCD5080775,US3133EMHB10
FINRA:GS5089044,US40057ELL91
FINRA:STZ5579807,US21036PBP27
FINRA:F5464669,US34540TA369
FINRA:FFCD4800954,US3133EKBX38
FINRA:BLK5347684,CA57632YAB70
FINRA:FFCD5674984,US3133EPZZ17
FINRA:T5022055,US00206RKF81
FINRA:FNMA5021815,US3136G4F658
FINRA:GS5634637,US38150AU528
FINRA:FE4812949,USU3200VAC47
FINRA:FHLN5536752,US3130AUT468
FINRA:CVS5029857,US126650DM98
FINRA:FHLN5107532,US3130AKN363
FINRA:GDEX4819500,USU3823LAA71
FINRA:FHLN4079734,US3130A0FR68
FINRA:SCGL4086864,US78423EJJ47
FINRA:AETUF4546360,USC83330AD94
FINRA:CRBG5594409,US21871XAH26
FINRA:SCGL4089947,US83368WJC64
FINRA:DISH5182964,USU25486AP38
FINRA:FMCC5636586,US3134H1AJ28
FINRA:LNAGF5025293,US74005PBT03
FINRA:GE4114943,US36966TKK78
FINRA:CZCR5600359,XS2613403562
FINRA:FFCD5542222,US3133EPBH74
FINRA:FHLN5583503,US3130AVXF46
FINRA:FNMA5027701,US3136G4L847
FINRA:FFCD5639598,US3133EPUJ20
FINRA:FMCC5465540,US3134GXV350
FINRA:MS5637445,US61775HVS39
FINRA:VZ4611262,US92346MCG42
FINRA:CHCJF5440710,XS2486840544
FINRA:FFCD3827532,US3133EAGQ59
FINRA:GBTZF4352900,US22548Q3E34
FINRA:HYMLF5654194,US44891CCP68
FINRA:ORCL4141354,US68389XAV73
FINRA:IFHP4863553,USP5625XAC85
FINRA:FHLN5433559,US3130ASJ919
FINRA:EEFT4310034,US298736AH28
FINRA:MRVL5650451,US573874AP91
FINRA:BCH5317634,USP09376DD69
FINRA:FMCC5058255,US3134GWZL37
FINRA:SCGL4836326,US83369FUJ47
FINRA:BMO5653544,US06375M4H52
FINRA:EQIX5050786,US29444UBL98
FINRA:HSSS4613948,US44107HAE27
FINRA:FHLN4578368,US3130AD6G24
FINRA:TM4857878,US89236TGB52
FINRA:AGM5508705,US31422XS292
FINRA:FMCC5476355,US3133ENN223
FINRA:UBS5123943,USH42097CB19
FINRA:FMCC5650367,US3134H1CL55
FINRA:AGM5665210,US31424WAL63
FINRA:ALL.GD,US020002AJ05
FINRA:FHLN4960784,US3130AJC806
FINRA:FHLN5659287,US3130AXDF22
FINRA:TGT.IJ,US87612EAU01
FINRA:MS.WA,US61746BCY02
FINRA:C5024461,US17328W2C13
FINRA:CNP4323103,US292480AJ92
FINRA:VTR4664024,US92277GAN79
FINRA:SNPTF5536174,XS2555677215
FINRA:EDP5254542,US29379VCB71
FINRA:FNGS4833824,XS1873136607
FINRA:BNPQF5656350,US05610PEB76
FINRA:C5024497,US17328WGB81
FINRA:IMAX5393512,US45245EAJ82
FINRA:FHLN5232191,US3130ANJA98
FINRA:JPM4969047,US48132HT851
FINRA:GS4313721,US38148TGQ67
FINRA:SMFG5258300,US86562MCH16
FINRA:CTL3705116,US912920AS43
FINRA:BAC4923582,US09709TXS58
FINRA:UBS5065822,US90276BJF13
FINRA:FMCC5457366,US3134GXQ640
FINRA:GS4625908,US40055AW372
FINRA:BXP4326498,US10112RAX26
FINRA:MS4967489,US61770FQC31
FINRA:SICE5295793,XS2358735830
FINRA:CRAR5334417,USF2R125CJ25
FINRA:WFC4700693,US95001D2U35
FINRA:GS.FU,US38141EZ858
FINRA:FMCC5614552,US3130AWLG30
FINRA:SHBI5219107,US825107AC99
FINRA:CRVA4946489,USP32086AR44
FINRA:FMCC.EWA,US3137E4AW36
FINRA:C5083984,US17328Y3L66
FINRA:DVA4994310,USU23888AE71
FINRA:PSEC4995741,US74348Y4L22
FINRA:FNMA.FHO,US31398AS292
FINRA:FMCC4986640,US3134GVUE65
FINRA:CS5082057,US22552WRR87
FINRA:DIS4921774,US254687ER32
FINRA:FMCC5490596,US3134GX5P54
FINRA:SCGL4952929,US83369MPP13
FINRA:DFS4462991,US25472CBQ15
FINRA:CIOF4031026,US17858PAA93
FINRA:BAC5675695,US06055JCR86
FINRA:FMCC5529354,US3133EN6Z83
FINRA:PSEC5275948,US74348GE557
FINRA:FHLN5155976,US3130ALUH56
FINRA:UNP4340157,US907818EH70
FINRA:EDP5024153,US29379VCA98
FINRA:BT4774225,US111021AL54
FINRA:FHLN5150481,US3130ALRL06
FINRA:SJM4983803,USU24733AB04
FINRA:HSY4995171,US427866BG25
FINRA:JPM4995101,US48132KT962
FINRA:MS5571308,US61774XPX56
FINRA:EDP4729732,US29379VBU61
FINRA:VLKAF5080883,USU9273ADE20
FINRA:BAC4408379,US06048WTK61
FINRA:DIS4908617,US254687DX19
FINRA:JPM5155273,US48130UVD44
FINRA:FFCD5680076,US3133EPB389
FINRA:FMCC5620727,US3130AWPC89
FINRA:COMM4463059,USU2020EAB49
FINRA:DTGHF5628750,USU2340BAS61
FINRA:FMCC5015381,US3134GWCU82
FINRA:C5010514,US17328VW220
FINRA:JPM4486049,US46647PAF36
FINRA:NEE5588237,US341081GR29
FINRA:NSIT5032129,US45765UAB98
FINRA:FHLN4810524,US3130AG4T99
FINRA:NEE4489519,US65339KAT79
FINRA:FHLN5208802,US3130AMZX35
FINRA:PSEC4078812,US74348YJX04
FINRA:CDK4830188,USU12227AD34
FINRA:FHLN5428661,US3130ASES49
FINRA:JSLE5112511,USL8449RAA79
FINRA:T4833813,US00206RJJ23
FINRA:FFCD5581238,US3133EPHZ19
FINRA:FMCC5026930,US3134GWPB64
FINRA:FMCC5629979,US3134GYZL92
FINRA:PSEC5416541,US74348GJJ04
FINRA:FFCD5177399,US3133EMYS51
FINRA:MS4065627,US61761JMA42
FINRA:PGR5372906,US743315AY96
FINRA:AGM5025843,US31422BN307
FINRA:PRU4227373,US74432AH787
FINRA:FMCC5589246,US3130AW4X58
FINRA:QCOM4499083,US747525AU71
FINRA:PSA4820761,US74460DAD12
FINRA:FDX5170485,US31428XCD66
FINRA:SAH4508575,US83545GAZ54
FINRA:DOW5427862,US26054L6W84
FINRA:FMCC5045052,US3134GWSV91
FINRA:KEY.JQ,US49306BJZ76
FINRA:EIX4848278,US281020AN70
FINRA:FHLN5645542,US3130AX4M75
FINRA:FFCD.AHL,US31331UKF48
FINRA:FFCD4888144,US3133EKU539
FINRA:FHLN5391325,US3130ARN988
FINRA:TVC3923988,US88059EVJ09
FINRA:MDGH5502147,XS2348658035
FINRA:KW5121864,US489399AM73
FINRA:CAT5604474,US14913UAC45
FINRA:JPM5472700,US46647PDK93
FINRA:CSWZ4839043,US13161GTS11
FINRA:NGG3668367,US10075EAT55
FINRA:FHLN5320908,US3130AQC843
FINRA:AMKB4291239,USK0479SAE83
FINRA:JPM5230309,US48128G4M92
FINRA:VZ4884053,US92346MFM82
FINRA:AEIB4964971,XS2053566068
FINRA:FFCD5242376,US3133EM3H31
FINRA:SCGL4263461,US83368WU664
FINRA:CMNN5201542,USU1800QAA77
FINRA:TVC.KZ,US88059EZZ05
FINRA:SHW4270742,US920355AK06
FINRA:DOW5134158,US26054L2A01
FINRA:WIT5204970,USU9841MAA00
FINRA:JPM5121746,US46647PBX33
FINRA:FHLN5383754,US3130ARFW68
FINRA:SO5472082,US8426EPAF56
FINRA:MWA4643139,USU6075QAC07
FINRA:FHLN4369595,US3130A8D425
FINRA:VZ3706966,US020039DC48
FINRA:BK.RI,US0640P1CM31
FINRA:PLD5479065,US74340XBX84
FINRA:GS4971660,US40056YPS71
FINRA:FHLN5563919,US3130AVK358
FINRA:GLP4955453,US37954FAG90
FINRA:LMT.HN,US539830AZ28
FINRA:EHC4343864,US421924BT72
FINRA:FFCD4331437,US3133EFXH54
FINRA:CSWZ4329132,US13161GFB32
FINRA:FHLN5399809,US3130ARTQ45
FINRA:VZ4686293,US92346MDM01
FINRA:TWX.BC,US887317AM77
FINRA:ZIGGF4947712,USN9836ZAA68
FINRA:CS5033110,US22552WEJ09
FINRA:GS4915328,US40056XQR07
FINRA:BK.XV,US0640P1HV84
FINRA:MLM5207440,US573284AX46
FINRA:FHLN5246826,US3130ANUG30
FINRA:MFC3736218,US41013NH432
FINRA:ERAC3916096,USU29490AJ57
FINRA:CSWZ4326173,US13161GF647
FINRA:BCS5143164,US06738EBS37
FINRA:BCS4942659,US06747NXL36
FINRA:DOW5462021,US26054L7L11
FINRA:FHLN4974579,US3130AJHF91
FINRA:C5070082,US17328WVQ85
FINRA:C4988886,US17328VPM62
FINRA:EQR4411930,US26884ABF93
FINRA:FHLN5283036,US3130APLG88
FINRA:MS4023780,US61761JHD46
FINRA:C4415898,US1730T32D43
FINRA:TMUS4466801,US87264AAT25
FINRA:FHLN5535917,US3130AUS882
FINRA:FMCC3679040,US3134A4NT72
FINRA:BNPQF4991267,US05600FH931
FINRA:AGM4983179,US31422BZM52
FINRA:FHLN5360310,US3130AQYD93
FINRA:EQT5002743,USU26886AB46
FINRA:PSEC5003738,US74348Y4X69
FINRA:LYG4040191,US5394E8BZ17
FINRA:LUK5624938,US47233WBN83
FINRA:FMCC5542215,US3134GYKD32
FINRA:FFCD5218563,US3133EMQ707
FINRA:IRWD5031499,US46333XAH17
FINRA:GS4075576,US38147QS235
FINRA:ARW4215840,US042735BE98
FINRA:FFCD5538951,US3133EPAV77
FINRA:DIS4231691,US90131HBQ74
FINRA:FFCD4510166,US3133EHPY36
FINRA:UNCF5046438,XS2233264808
FINRA:NRZ5045817,USU65228AA34
FINRA:JPM5593702,US46647PDR47
FINRA:CS5215750,US22552XPR88
FINRA:SRE5584875,USU68279AJ45
FINRA:AGM5550549,US31422XY480
FINRA:SCGL4540704,US83369EA597
FINRA:GS4610526,US40055ANM52
FINRA:GEL4573542,US37185LAK89
FINRA:TSLA4296327,US83417KEK07
FINRA:DOW5130629,US26054LZ712
FINRA:FHLN5226438,US3130ANFD73
FINRA:FHLN4853689,US3130AGPE95
FINRA:FHLN5432629,US3130ASHT94
FINRA:HHDI4851521,USU4260LAA53
FINRA:TSO4581327,US881609BE01
FINRA:XEL4880176,US665772CR86
FINRA:FHLN5231051,US3130ANH450
FINRA:AGM5386375,US31422XWH15
FINRA:FHLN5648557,US3130AX6J29
FINRA:EQR4595022,US26884ABJ16
FINRA:FHLN5132322,US3130ALD438
FINRA:CBRL5435213,US22410JAB26
FINRA:SFLY4889409,USU7189AAB80
FINRA:FFCD4174095,US3133EDYG15
FINRA:FHLN5647853,US3130AX5Q70
FINRA:FHLN5243816,US3130ANSS06
FINRA:BAC4866047,US09709TTB79
FINRA:TSLA4310845,US83417KEW45
FINRA:MCD4610937,US58013MFF68
FINRA:BK.GDI,US0640P1PH09
FINRA:DTE.JG,US594457BM45
FINRA:AGM4878478,US31422BKZ21
FINRA:FFCD.TO,US31331XFP24
FINRA:CFCG4888461,USL2000XAA83
FINRA:FHLN5114814,US3130AKU202
FINRA:FNMA4354064,US3136G3JU03
FINRA:JPM5654755,US48133WQ847
FINRA:JPM5245052,US48128G5A46
FINRA:STRD5210655,XS2357277149
FINRA:FHLN5477850,US3130ATFG74
FINRA:FHLN5384300,US3130ARGM77
FINRA:GS4640858,US40055Q4Q25
FINRA:GS4368351,US38148TMQ93
FINRA:ADM.GL,US039483AR37
FINRA:RY5340066,US78016EYR25
FINRA:BCS4959411,US06747PEC95
FINRA:PSEC4962836,US74348Y3N96
FINRA:WMB.HF,US893570BM27
FINRA:VZ3926361,US92343VBG86
FINRA:NFG4665280,US636180BP52
FINRA:FHLN5487500,US3130ATMH74
FINRA:GM5335746,US37045XDQ60
FINRA:FDX4973963,US31428XCA28
FINRA:C4670639,US17326YZQ24
FINRA:PSEC3954325,US74348YBU47
FINRA:BLMIF5529515,IL0060406795
FINRA:FCX4954559,US35671DCE31
FINRA:AGO.GB,US04622DAA90
FINRA:FHLN4960062,US3130AJBZ10
FINRA:UTX3684616,US755111AF81
FINRA:MFC3736254,US41013NR753
FINRA:BMO3740215,US57183MCN83
FINRA:BAC5672354,US06055JCM99
FINRA:C4940805,US17327T3A20
FINRA:CS4942505,US22551NHN93
FINRA:FNMA5076385,US3135GA3A74
FINRA:JPM4977242,US46647PBM77
FINRA:MQBK4327187,US55608RAW07
FINRA:FFCD3932906,US3133EC5D26
FINRA:DB4030889,XS0311369978
FINRA:GS4637746,US40055Q3F78
FINRA:HWHF5346853,USY306AXAD26
FINRA:FHLN5159613,US3130ALWC42
FINRA:FNMA.NZ,US31358C5U68
FINRA:CHTR5269608,US161175CE27
FINRA:PM3975947,US718172AW92
FINRA:FHLN5160099,US3130ALX584
FINRA:FHLN4746152,US3130AFBA47
FINRA:KLXE4761955,US48253LAB27
FINRA:FHLN5361896,US3130AQZS53
FINRA:FFCD4414702,US3133EGYU30
FINRA:FMCC5086944,US3134GXFE96
FINRA:WFC5679616,US95001DEB29
FINRA:CSWZ5156111,US13162EAZ97
FINRA:CRAR5097567,US22533AD388
FINRA:MS4964896,US61770FSX59
FINRA:FMCC5623233,US3130AWQ940
FINRA:FMCC5473589,US3134GVXK98
FINRA:C5046450,US17328WG775
FINRA:GS5268641,US38150AHV08
FINRA:TVC4435178,US88059GBJ76
FINRA:JPM5615209,US48133YDF88
FINRA:PSEC5529415,US74348GKW95
FINRA:PRGO5002604,US71429MAC91
FINRA:FHLN5672503,US3130AXLX46
FINRA:WFC5414188,US95001DBJ81
FINRA:DGCL5004954,USG2761YAB95
FINRA:FMCC5010931,US3134GV4Y17
FINRA:AGM4108865,US31315PL802
FINRA:FNMA5030463,US3136G4T949
FINRA:C5541649,US17290AB907
FINRA:FHLN5108108,US3130AKNZ54
FINRA:SHBA5423604,US86959NAL38
FINRA:FMCC5042773,US3134GWP834
FINRA:USFD5304077,USU90375AD55
FINRA:FHLN5165538,US3130AM3F78
FINRA:DOW5543103,US26054MBR16
FINRA:FHLN5366649,US3130AR4F50
FINRA:PNBG4809949,USC7S90BAB49
FINRA:FHLN4537872,US3130ACDT88
FINRA:FHLN.YCD,US313373G973
FINRA:EXPE5189429,US30212PBK03
FINRA:GS5584786,US38150ASU06
FINRA:DOW5372899,US26054L5Q26
FINRA:JPM5230386,US48128G4J63
FINRA:MATX3858038,US576863BB92
FINRA:FHLN4569246,US3130ACWX89
FINRA:PALF5473527,USU69452AE70
FINRA:FMCC5320175,US3133ENHF07
FINRA:RFCO.DJ,US76116EHJ29
FINRA:C5070121,US17298CKN73
FINRA:FHLN5647216,US3130AX4V74
FINRA:FHLN4141231,US3130A2JN74
FINRA:ROK5233644,US773903AL39
FINRA:FFCD4862429,US3133EKXS05
FINRA:ALLY5386339,US02006DE498
FINRA:FFCD5246544,US3133EM3T78
FINRA:FHLN5509964,US3130AU4G61
FINRA:NTXFF4159021,US63873HMU58
FINRA:SGHIY4848045,XS1720518478
FINRA:BX5049997,USU0925BAA27
FINRA:TD5450773,US89114Y7L93
FINRA:CBAU5508011,US20271BAK17
FINRA:GS5120307,US38150AEQ40
FINRA:FHLN4862402,US3130AGSW66
FINRA:TD5482912,US89114X3X95
FINRA:AIBRF5647962,USG0R4HJAD89
FINRA:GT5391909,US382550BR12
FINRA:APD5548792,US009158BF29
FINRA:BZH4959604,US07556QBT13
FINRA:NABZ4379393,XS1433243893
FINRA:CNQ3706921,US136385AG66
FINRA:CX.GM,USG23491AA40
FINRA:PH4186045,US70109HAN52
FINRA:SCGL5338410,US83368TBF49
FINRA:NYLI5455642,US64952XEQ07
FINRA:BMO5606171,US06374VKV70
FINRA:FHLN5341973,US3130AQNP43
FINRA:MS4316845,US61765U2906
FINRA:NOC.GS,US666807BD31
FINRA:BNS5661740,US06417YVC01
FINRA:COF4940575,US14042TCT25
FINRA:JPM3944799,US48126DLY30
FINRA:TQMR5146479,XS2307183694
FINRA:FFCD3931376,US3133FXDQ70
FINRA:CSWZ4932370,US13161GW576
FINRA:BLL5256551,US058498AX40
FINRA:RY5371537,US78016FF332
FINRA:MS4969929,US61770FWG70
FINRA:TCK.GF,US878742AE55
FINRA:LEHM.UM,US52519FCN96
FINRA:MTDR4664871,USU57631AC48
FINRA:SO.LX,US010392FD54
FINRA:BMO5335062,US06368FAF62
FINRA:AGM4665671,US3132X04Y46
FINRA:HBC4687163,US40435F3B12
FINRA:GS4728102,US40055QWF52
FINRA:FMCC4393641,US3134GABY93
FINRA:RABO5616477,US21688AAW27
FINRA:PSEC4785228,US74348YG969
FINRA:AGM5671050,US31424WBE12
FINRA:BNPQF5610832,US05605EEP88
FINRA:TVC4435205,US88059E7F59
FINRA:HBC4446164,US40433UL877
FINRA:FHLN5159083,US3130ALVW15
FINRA:MVBF5085444,US553810AB88
FINRA:FHLN5412785,US3130AS3Q07
FINRA:CSWZ4766688,US13161GRS39
FINRA:C4773868,US17298CGJ18
FINRA:JPM5673177,US48130CCU71
FINRA:FNMA.DIX,US3136FJLL39
FINRA:FHLN4779366,US3130AFKS53
FINRA:MO5678104,US02209SBQ57
FINRA:DHUD.IC,US911759JH29
FINRA:TDGC4450976,USC9196PAB25
FINRA:FHLN5283913,US3130APLZ69
FINRA:RS5022703,US759509AF91
FINRA:NXPI5414159,US62954HBE71
FINRA:FNMA5033619,US3136G4Z300
FINRA:FMCC5048795,US3134GWV451
FINRA:C4120561,US1730T0N394
FINRA:FMCC5289240,US3133ENCZ16
FINRA:GM5502199,US37046AFE01
FINRA:VZ4559111,US92346MBF77
FINRA:PEG5376723,US74456QCJ31
FINRA:VZ5637427,US92346MLS88
FINRA:SCHW5372109,US808513BZ79
FINRA:MRO4518742,US565849AP16
FINRA:FFCD5552011,US3133EPCV59
FINRA:GE4297296,US36164PFH82
FINRA:SCGL4870416,US83369FG682
FINRA:FFCD.QW,US31331VP428
FINRA:UNFI5062901,US911163AB99
FINRA:PM5647295,US718172DC02
FINRA:STAN4585613,US85434VAA61
FINRA:SVND5120974,USU81522AD31
FINRA:FHLN5192866,US3130AMQ628
FINRA:AON5243152,US03740LAA08
FINRA:PDS5196535,USC7467XAH82
FINRA:SCBFF4610074,XS1793294841
FINRA:GWW4255706,US384802AB05
FINRA:PEMX5055131,US71654QDE98
FINRA:PBNY4354605,US85917WAB81
FINRA:TD5062820,US89114RV292
FINRA:BX3898272,USU0925QAB78
FINRA:FMCC5656347,US3134H1DV29
FINRA:ABLC4902248,USU02383AD68
FINRA:AGM4905835,US31422BNS50
FINRA:FHLN5249844,US3130ANWB25
FINRA:FNMA5561487,US3135GAFV83
FINRA:IDA.GQ,US45138LAQ68
FINRA:LUK5668222,US47233WCD92
FINRA:IMBBF5449454,USG471ABWD89
FINRA:TDG4976396,USU8936PAU76
FINRA:GS4756679,XS1610684463
FINRA:HBC4972549,US40438CCP41
FINRA:TOIP3957016,USY8620BAQ42
FINRA:BNS4962111,US064159TK26
FINRA:NORB5259199,USJ5901UAD49
FINRA:MS.HSV,US61745E6H95
FINRA:PEG.GN,US744567BA54
FINRA:FMCC4924192,US3134GUA673
FINRA:GE.ASW,US36966TBM36
FINRA:AGM5449450,US31422XC429
FINRA:FMCC4938713,US3134GU4Z00
FINRA:GS4943342,US40056XYT70
FINRA:ED4630791,US209111FP33
FINRA:FMCC4977640,US3134GVLS52
FINRA:PM4982972,US718172CN75
FINRA:DBWO4700868,XS1883963990
FINRA:FNMA.EWH,US3136FMMN15
FINRA:IBDSF5080254,USU75039AE46
FINRA:DFS4404937,US25472CBE84
FINRA:FMCC5532892,US3134GYG227
FINRA:NRX5355017,US63743FQ665
FINRA:JPM5363441,US48133C3Q31
FINRA:PEP4847622,US713448EG97
FINRA:CSWZ5275955,US13162EDD58
FINRA:LMT5492502,US539830BV05
FINRA:FHLN5158761,US3130ALVK76
FINRA:UBS4468163,USH4209UAC02
FINRA:FHLN5573060,US3130AVR619
FINRA:FMCC5573712,US3134GYQ390
FINRA:BMY5009250,US110122DL93
FINRA:UNH4779903,US91324PDN96
FINRA:FMCC5531163,US3134GYFU12
FINRA:SAN5678128,US05964HAZ82
FINRA:AGM5575865,US31422X2T80
FINRA:FHLN5161629,US3130ALXN97
FINRA:MLVF4451823,US561409AC79
FINRA:TM5162386,US89236TJF30
FINRA:C5010449,US17328VZ454
FINRA:FHLN4421323,US3130A9XB24
FINRA:JPM5529945,US48133TLA15
FINRA:FFCD5629258,US3133EPSU03
FINRA:FMCC5024122,US3134GWKG07
FINRA:FB5581187,US30303M8L96
FINRA:HBC5422458,US404280DE63
FINRA:QRTEA5030494,US747262AZ65
FINRA:FHLN5498616,US3130ATUL94
FINRA:FHLN5177948,US3130AMEF57
FINRA:DISH5300746,USU25486AR93
FINRA:SWEX4817799,US00254EMU37
FINRA:CIPK5543100,US14020ADZ49
FINRA:COP4541625,US20605PAJ03
FINRA:FHLN5302774,US3130APWZ41
FINRA:FFCD5640464,US3133EPUT02
FINRA:CIPK4827028,US14020AB604
FINRA:TRP4221400,US87233QAB41
FINRA:ANMV4509283,US03719TAA07
FINRA:C4111899,US1730T0L315
FINRA:NOG5299732,USU66499AE14
FINRA:C5101297,US17328YD927
FINRA:FHLN5375154,US3130ARB348
FINRA:FHLN5539826,US3130AUWN06
FINRA:FFCD5046335,US3133EMAP78
FINRA:MS3827227,US61760QAK04
FINRA:WFC4296385,US94986RZJ30
FINRA:FTS3687549,US15361GAX34
FINRA:CVS4870440,US126650DF48
FINRA:GE3819046,US36966TEP30
FINRA:FFCD.BRS,US3133FXAH09
FINRA:PEPR5313961,US71338QAG10
FINRA:FHLN5117334,US3130AKVA12
FINRA:C5240003,US17329QEN60
FINRA:UNP5278371,US907818FQ60
FINRA:VZ4606938,US92346MCB54
FINRA:MVCB4867582,USN53766AA41
FINRA:GS5198592,US38150AG907
FINRA:LLY5600584,US581557BU82
FINRA:AES4842317,USU23926AB11
FINRA:FFCD.MF,US31331VHM19
FINRA:ITUB4584210,USP5R6DPAA84
FINRA:JPM4856221,US48132C4D29
FINRA:DTE3868370,US250847EK26
FINRA:TVC.MB,US88059E2M55
FINRA:FHLN5180994,US3130AMGU07
FINRA:IESF5392107,USP3083SAF22
FINRA:PSEC5556998,US74348GLJ75
FINRA:JPM4587118,US46647PAN69
FINRA:NIBB4017301,XS0269908074
FINRA:FHLN5656502,US3130AXCP13
FINRA:BNS4954291,CA0639Z9BG13
FINRA:AVNN4916993,USU0537LAA09
FINRA:BTI4322967,US761713BW55
FINRA:GS4920244,US40056XSP23
FINRA:FHLN5523226,US3130AUHJ68
FINRA:SO.LI,US010392FB98
FINRA:BK.GAA,US0640P1LB74
FINRA:PETFF5148221,US36830DAB73
FINRA:FMCC5449410,US3133ENC812
FINRA:FNMA5663332,US3135GAJU64
FINRA:FMCC5607932,US3130AWJ275
FINRA:CHBAY5259177,XS2382296858
FINRA:AGM5132271,US31422XBH44
FINRA:FMCC5559669,US3134GYNP35
FINRA:JPM5328674,US48133CET53
FINRA:JPM4969864,US48132KAH86
FINRA:EIX4962157,US842400GU17
FINRA:RY5394708,US78016EZ598
FINRA:FHLN5134306,US3130ALFM17
FINRA:NTXFF5525374,US05584KAN81
FINRA:RY4935069,US78015KPN80
FINRA:MSFT4389882,US594918BU71
FINRA:MS4933113,US61769H7M17
FINRA:FFCD4977490,US3133ELXD19
FINRA:IQ4973517,US46267XAD03
FINRA:FNMA5565350,US3135GAGB11
FINRA:BAC5076434,US06048WK410
FINRA:WFC5406614,US95001DBG43
FINRA:FFCD4701315,US3133EJC315
FINRA:AGM5081973,US31422B3J79
FINRA:FFCD5573739,US3133EPGN97
FINRA:FMCC4393800,US3134GADN11
FINRA:LLMH5151162,US53706RAN61
FINRA:JBSA5640998,US46590XAQ97
FINRA:CMS3983764,US125896BL30
FINRA:KIMT5358540,USY4760JAD55
FINRA:VNGB5671900,USU9220NAC57
FINRA:BAC4795056,US06048WZE38
FINRA:NIC5571592,USQ67949AC34
FINRA:FMCC5012358,US3134GV6J22
FINRA:GS4474782,US40054KYP55
FINRA:SEAS5023674,USU81243AC89
FINRA:GS4480313,US38150A2T13
FINRA:FNMA.EQM,US3136FMGL23
FINRA:FFCD5037801,US3133EL5U42
FINRA:FHLN5083955,US3130AKHB50
FINRA:FFCD3983760,US3133ECJZ87
FINRA:FMCC5574453,US3134GYQC94
FINRA:FHLN5349954,US3130AQRG08
FINRA:CS5150554,US22552XGF42
FINRA:PRIU4999469,US89837LAG05
FINRA:CM5160087,US13605WY476
FINRA:T4798435,US00206RHK14
FINRA:LLY4800405,US532457BS64
FINRA:BMO5025877,US06367WZ891
FINRA:CF4425806,USU1579LAB54
FINRA:BAMX4480327,USU09513HC60
FINRA:FHLN5365257,US3130AR3Y58
FINRA:CSWZ4525089,US13161GLX87
FINRA:KAISF5177667,XS2338398253
FINRA:MSUTF5288206,USP6811TAB19
FINRA:FMCC5537441,US3134GYHT21
FINRA:BMO5422455,US06368D3T95
FINRA:ORLY4530392,US67103HAF47
FINRA:FMCC5582705,US3134GYRP98
FINRA:FHLN5209667,US3130AN2K54
FINRA:CSWZ5543111,US13162EJR80
FINRA:FFCD5099861,US3133EMLR16
FINRA:FHLN5179947,US3130AMFE73
FINRA:AGM4557715,US3130H0BS17
FINRA:DUK5305483,US26444BAC81
FINRA:WMB5170946,US36166NAK90
FINRA:FHLN5171935,US3130AMAY82
FINRA:NRX5645687,US63743FY347
FINRA:FHLN5378467,US3130ARDW86
FINRA:CS5465888,US22553QHQ38
FINRA:D5415314,US927804GJ70
FINRA:FFCD4529648,US3133EHVB68
