Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
CTMX|CytomX Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
CTNM|Contineum Therapeutics, Inc. - Common stock|Q|N|N|100|N|N
CTNT|Cheetah Net Supply Chain Service Inc. - Class A Common Stock|S|N|N|100|N|N
CTOR|Citius Oncology, Inc.  - Common Stock|S|N|N|100|N|N
CTRM|Castor Maritime Inc. - Common Shares|S|N|N|100|N|N
CTRN|Citi Trends, Inc. - Common Stock|Q|N|N|100|N|N
CTSH|Cognizant Technology Solutions Corporation - Class A Common Stock|Q|N|N|100|N|N
CTSO|Cytosorbents Corporation - Common Stock|S|N|N|100|N|N
CTW|CTW Cayman - Class A Ordinary Shares|S|N|N|100|N|N
CTXR|Citius Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
CUB|Lionheart Holdings - Class A Ordinary Shares|G|N|N|100|N|N
CUBWU|Lionheart Holdings - Unit|G|N|N|100|N|N
CUBWW|Lionheart Holdings - Warrant|G|N|N|100|N|N
CUE|Cue Biopharma, Inc. - Common Stock|S|N|D|100|N|N
CUPR|Cuprina Holdings (Cayman) Limited - Ordinary shares|S|N|N|100|N|N
CURI|CuriosityStream Inc.  - Class A Common Stock|S|N|N|100|N|N
CURIW|CuriosityStream Inc.  - Warrant|S|N|N|100|N|N
CURR|Currenc Group Inc. - Ordinary Shares|G|N|N|100|N|N
CURX|Curanex Pharmaceuticals Inc - Common Stock|S|N|N|100|N|N
CV|CapsoVision, Inc. - Common Stock|S|N|N|100|N|N
CVAC|CureVac N.V. - Ordinary Shares|G|N|N|100|N|N
CVBF|CVB Financial Corporation - Common Stock|Q|N|N|100|N|N
CVCO|Cavco Industries, Inc. - Common Stock|Q|N|N|100|N|N
CVGI|Commercial Vehicle Group, Inc. - Common Stock|Q|N|N|100|N|N
CVGW|Calavo Growers, Inc. - Common Stock|Q|N|N|100|N|N
CVKD|Cadrenal Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
CVLT|Commvault Systems, Inc. - Common Stock|Q|N|N|100|N|N
CVNX|Defiance Daily Target 2X Long CVNA ETF|G|N|N|100|Y|N
CVRX|CVRx, Inc. - Common Stock|Q|N|N|100|N|N
CVV|CVD Equipment Corporation - Common Stock|S|N|N|100|N|N
CWBC|Community West Bancshares - Common Stock|S|N|N|100|N|N
CWCO|Consolidated Water Co. Ltd. - Ordinary Shares|Q|N|N|100|N|N
CWD|CaliberCos Inc. - Class A Common Stock|S|N|D|100|N|N
CWST|Casella Waste Systems, Inc. - Class A Common Stock|Q|N|N|100|N|N
CXAI|CXApp Inc. - Class A Common Stock|S|N|N|100|N|N
CXAIW|CXApp Inc. - Warrant|S|N|N|100|N|N
CXDO|Crexendo, Inc. - Common Stock|S|N|N|100|N|N
CXSE|WisdomTree China ex-State-Owned Enterprises Fund|G|N|N|100|Y|N
CYBR|CyberArk Software Ltd. - Ordinary Shares|Q|N|N|100|N|N
CYCC|Cyclacel Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
CYCCP|Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock|S|N|N|100|N|N
CYCN|Cyclerion Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
CYCU|Cycurion, Inc. - Common Stock|G|N|D|100|N|N
CYCUW|Cycurion, Inc. - Warrants|S|N|N|100|N|N
CYN|Cyngn Inc. - Common stock|S|N|N|100|N|N
CYRX|CryoPort, Inc. - Common Stock|S|N|N|100|N|N
CYTK|Cytokinetics, Incorporated - Common Stock|Q|N|N|100|N|N
CZAR|Themes Natural Monopoly ETF|G|N|N|100|Y|N
CZFS|Citizens Financial Services, Inc. - Common Stock|S|N|N|100|N|N
CZNC|Citizens & Northern Corp - Common Stock|S|N|N|100|N|N
CZR|Caesars Entertainment, Inc. - Common Stock|Q|N|N|100|N|N
CZWI|Citizens Community Bancorp, Inc. - Common Stock|G|N|N|100|N|N
DAAQ|Digital Asset Acquisition Corp. - Class A Ordinary shares|G|N|N|100|N|N
DAAQU|Digital Asset Acquisition Corp. - Units|G|N|N|100|N|N
DAAQW|Digital Asset Acquisition Corp. - Warrant|G|N|N|100|N|N
DADS|Digital Asset Debt Strategy ETF|G|N|N|100|Y|N
DAIC|CID HoldCo, Inc. - Common Stock|G|N|N|100|N|N
DAICW|CID HoldCo, Inc. - Warrants|G|N|N|100|N|N
DAIO|Data I/O Corporation - Common Stock|S|N|N|100|N|N
DAK|Dakota Active Equity ETF|G|N|N|100|Y|N
DAKT|Daktronics, Inc. - Common Stock|Q|N|N|100|N|N
DALI|First Trust Dorsey Wright DALI Equity ETF|G|N|N|100|Y|N
DALN|DallasNews Corporation - Series A Common Stock|S|N|N|100|N|N
DAPP|VanEck Digital Transformation ETF|G|N|N|100|Y|N
DARE|Dare Bioscience, Inc. - Common Stock|S|N|N|100|N|N
DASH|DoorDash, Inc. - Common Stock|Q|N|N|100|N|N
DAVE|Dave Inc.  - Class A Common Stock|G|N|N|100|N|N
DAVEW|Dave Inc.  - Warrants|G|N|N|100|N|N
DAWN|Day One Biopharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
DAX|Global X DAX Germany ETF|G|N|N|100|Y|N
DBGI|Digital Brands Group, Inc. - Common Stock|S|N|N|100|N|N
DBVT|DBV Technologies S.A. - American Depositary Shares|S|N|N|100|N|N
DBX|Dropbox, Inc. - Class A Common Stock|Q|N|N|100|N|N
DCBO|Docebo Inc. - Common Shares|Q|N|N|100|N|N
DCGO|DocGo Inc. - Common Stock|S|N|N|100|N|N
DCOM|Dime Community Bancshares, Inc. - Common Stock|Q|N|N|100|N|N
DCOMG|Dime Community Bancshares, Inc. - 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034|G|N|N|100|N|N
DCOMP|Dime Community Bancshares, Inc. - Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|N|100|N|N
DCTH|Delcath Systems, Inc. - Common Stock|S|N|N|100|N|N
DDI|DoubleDown Interactive Co., Ltd. - American Depository Shares|Q|N|N|100|N|N
DDIV|First Trust Dorsey Wright Momentum & Dividend ETF|G|N|N|100|Y|N
DDOG|Datadog, Inc. - Class A Common Stock|Q|N|N|100|N|N
DECO|SPDR Galaxy Digital Asset Ecosystem ETF|G|N|N|100|Y|N
DEFT|Defi Technologies, Inc. - Common Stock|S|N|N|100|N|N
DEMZ|Democratic Large Cap Core ETF|G|N|N|100|Y|N
DENN|Denny's Corporation - Common Stock|S|N|N|100|N|N
DERM|Journey Medical Corporation - Common Stock|S|N|N|100|N|N
DEVS|DevvStream Corp. - Common Stock|S|N|N|100|N|N
DFDV|DeFi Development Corp. - Common Stock|S|N|N|100|N|N
DFGP|Dimensional Global Core Plus Fixed Income ETF|G|N|N|100|Y|N
DFGX|Dimensional Global ex US Core Fixed Income ETF|G|N|N|100|Y|N
DFLI|Dragonfly Energy Holdings Corp - Common Stock|S|N|D|100|N|N
DFLIW|Dragonfly Energy Holdings Corp - Warrant|S|N|D|100|N|N
DFSC|DEFSEC Technologies Inc. - common stock, no R/S concurrent with offering|S|N|N|100|N|N
DFSCW|DEFSEC Technologies Inc. - warrant|S|N|N|100|N|N
DGCB|Dimensional Global Credit ETF|G|N|N|100|Y|N
DGICA|Donegal Group, Inc. - Class A Common Stock|Q|N|N|100|N|N
DGICB|Donegal Group, Inc. - Class B Common Stock|Q|N|N|100|N|N
DGII|Digi International Inc. - Common Stock|Q|N|N|100|N|N
DGLO|First Trust RBA Deglobalization ETF|G|N|N|100|Y|N
DGLY|Digital Ally, Inc. - Common Stock|S|N|D|100|N|N
DGNX|Diginex Limited - Ordinary Shares|S|N|N|100|N|N
DGRE|WisdomTree Emerging Markets Quality Dividend Growth Fund|G|N|N|100|Y|N
DGRS|WisdomTree U.S. SmallCap Quality Dividend Growth Fund|G|N|N|100|Y|N
DGRW|WisdomTree U.S. Quality Dividend Growth Fund|G|N|N|100|Y|N
DGXX|Digi Power X Inc. - Common Subordinate Voting Shares|S|N|N|100|N|N
DH|Definitive Healthcare Corp. - Class A Common Stock|Q|N|N|100|N|N
DHAI|DIH Holding US, Inc. - Class A Common Stock|G|N|H|100|N|N
DHAIW|DIH Holding US, Inc. - Warrant|S|N|E|100|N|N
DHC|Diversified Healthcare Trust  - Common Shares of Beneficial Interest|Q|N|N|100|N|N
DHCNI|Diversified Healthcare Trust  - 5.625% Senior Notes due 2042|Q|N|N|100|N|N
DHCNL|Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046|Q|N|N|100|N|N
DHIL|Diamond Hill Investment Group, Inc. - Class A Common Stock|Q|N|N|100|N|N
DIBS|1stdibs.com, Inc. - Common Stock|G|N|N|100|N|N
DIOD|Diodes Incorporated - Common Stock|Q|N|N|100|N|N
DIVD|Altrius Global Dividend ETF|G|N|N|100|Y|N
DJCO|Daily Journal Corp. (S.C.) - Common Stock|S|N|N|100|N|N
DJT|Trump Media & Technology Group Corp. - Common Stock|G|N|N|100|N|N
DJTWW|Trump Media & Technology Group Corp. - Warrants|G|N|N|100|N|N
DKI|DarkIris Inc. - Class A Ordinary Shares|S|N|N|100|N|N
DKNG|DraftKings Inc. - Class A Common Stock|Q|N|N|100|N|N
DKNX|Defiance Daily Target 2X Long DKNG ETF|G|N|N|100|Y|N
DLHC|DLH Holdings Corp. - Common Stock|S|N|N|100|N|N
DLLL|GraniteShares 2x Long DELL Daily ETF|G|N|N|100|Y|N
DLO|DLocal Limited - Class A Common Shares|Q|N|N|100|N|N
DLPN|Dolphin Entertainment, Inc. - Common Stock|S|N|N|100|N|N
DLTH|Duluth Holdings Inc. - Class B Common Stock|Q|N|N|100|N|N
DLTR|Dollar Tree, Inc. - Common Stock|Q|N|N|100|N|N
DLXY|Delixy Holdings Limited - Ordinary Shares|S|N|N|100|N|N
DMAA|Drugs Made In America Acquisition Corp. - Ordinary Shares|G|N|N|100|N|N
DMAAR|Drugs Made In America Acquisition Corp. - Rights|G|N|N|100|N|N
DMAAU|Drugs Made In America Acquisition Corp. - Units|G|N|N|100|N|N
DMAC|DiaMedica Therapeutics Inc. - Common Stock|S|N|N|100|N|N
DMAT|Global X Disruptive Materials ETF|G|N|N|100|Y|N
DMLP|Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests|Q|N|N|100|N|N
DMRC|Digimarc Corporation - Common Stock|Q|N|N|100|N|N
DMXF|iShares ESG Advanced MSCI EAFE ETF|G|N|N|100|Y|N
DNLI|Denali Therapeutics Inc. - Common Stock|Q|N|N|100|N|N
DNTH|Dianthus Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
DNUT|Krispy Kreme, Inc. - Common Stock|Q|N|N|100|N|N
DOCU|DocuSign, Inc. - Common Stock|Q|N|N|100|N|N
DOGZ|Dogness (International) Corporation - Class A Common Stock|S|N|N|100|N|N
DOMH|Dominari Holdings Inc. - Common Stock|S|N|N|100|N|N
DOMO|Domo, Inc. - Class B Common Stock|G|N|N|100|N|N
DOOO|BRP Inc. - Common Subordinate Voting Shares|Q|N|N|100|N|N
DORM|Dorman Products, Inc. - Common Stock|Q|N|N|100|N|N
DOX|Amdocs Limited - Ordinary Shares|Q|N|N|100|N|N
DOYU|DouYu International Holdings Limited - American Depositary Shares|Q|N|N|100|N|N
DPRO|Draganfly Inc. - Common Shares|S|N|N|100|N|N
DPZ|Domino's Pizza Inc - Common Stock|Q|N|N|100|N|N
DRCT|Direct Digital Holdings, Inc. - Class A Common Stock|S|N|D|100|N|N
DRDB|Roman DBDR Acquisition Corp. II - Ordinary shares|G|N|E|100|N|N
DRDBU|Roman DBDR Acquisition Corp. II - Unit|G|N|E|100|N|N
DRDBW|Roman DBDR Acquisition Corp. II - Warrants|G|N|E|100|N|N
DRIO|DarioHealth Corp. - Common Stock|S|N|D|100|N|N
DRIV|Global X Autonomous & Electric Vehicles ETF|G|N|N|100|Y|N
DRMA|Dermata Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
DRMAW|Dermata Therapeutics, Inc. - Warrant|S|N|N|100|N|N
DRRX|DURECT Corporation - Common Stock|S|N|N|100|N|N
DRS|Leonardo DRS, Inc. - Common Stock|Q|N|N|100|N|N
DRTS|Alpha Tau Medical Ltd. - Ordinary Shares|S|N|N|100|N|N
DRTSW|Alpha Tau Medical Ltd. - Warrant|S|N|N|100|N|N
DRUG|Bright Minds Biosciences Inc. - common stock|S|N|N|100|N|N
DRVN|Driven Brands Holdings Inc. - Common Stock|Q|N|N|100|N|N
DSGN|Design Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
DSGR|Distribution Solutions Group, Inc. - Common Stock|Q|N|N|100|N|N
DSGX|The Descartes Systems Group Inc. - Common Stock|Q|N|N|100|N|N
DSP|Viant Technology Inc. - common stock|Q|N|N|100|N|N
DSWL|Deswell Industries, Inc. - Common Shares|G|N|N|100|N|N
DSY|Big Tree Cloud Holdings Limited - Ordinary Shares|G|N|N|100|N|N
DSYWW|Big Tree Cloud Holdings Limited - Warrants|S|N|N|100|N|N
DTCK|Davis Commodities Limited - Class A Ordinary Shares|S|N|D|100|N|N
DTCR|Global X Data Center & Digital Infrastructure ETF|G|N|N|100|Y|N
DTI|Drilling Tools International Corporation  - Common Stock|S|N|N|100|N|N
DTIL|Precision BioSciences, Inc. - Common Stock|S|N|N|100|N|N
DTSQ|DT Cloud Star Acquisition Corporation - Ordinary Shares|G|N|N|100|N|N
DTSQR|DT Cloud Star Acquisition Corporation - Right|G|N|N|100|N|N
DTSQU|DT Cloud Star Acquisition Corporation - Units|G|N|N|100|N|N
DTSS|Datasea Inc. - Common Stock|S|N|N|100|N|N
DTST|Data Storage Corporation - Common Stock|S|N|N|100|N|N
DTSTW|Data Storage Corporation - Warrant|S|N|N|100|N|N
DUKH|Ocean Park High Income ETF|G|N|N|100|Y|N
DUKX|Ocean Park International ETF|G|N|N|100|Y|N
DUO|Fangdd Network Group Ltd. - Class A Ordinary Shares|S|N|N|100|N|N
DUOL|Duolingo, Inc. - Class A Common Stock|Q|N|N|100|N|N
DUOT|Duos Technologies Group, Inc. - Common Stock|S|N|N|100|N|N
DVAL|BrandywineGLOBAL-Dynamic US Large Cap Value ETF|G|N|N|100|Y|N
DVAX|Dynavax Technologies Corporation - Common Stock|Q|N|N|100|N|N
DVIN|WEBs Defined Volatility XLI ETF|G|N|N|100|Y|N
DVLT|Datavault AI Inc. - Common Stock|S|N|D|100|N|N
DVLU|First Trust Dorsey Wright Momentum & Value ETF|G|N|N|100|Y|N
DVOL|First Trust Dorsey Wright Momentum & Low Volatility ETF|G|N|N|100|Y|N
DVQQ|WEBs Defined Volatility QQQ ETF|G|N|N|100|Y|N
DVRE|WEBs Defined Volatility XLRE ETF|G|N|N|100|Y|N
DVSP|WEBs Defined Volatility SPY ETF|G|N|N|100|Y|N
DVUT|WEBS Defined Volatility XLU ETF|G|N|N|100|Y|N
DVXB|WEBs Defined Volatility XLB ETF|G|N|N|100|Y|N
DVXC|WEBs Defined Volatility XLC ETF|G|N|N|100|Y|N
DVXE|WEBs Defined Volatility XLE ETF|G|N|N|100|Y|N
DVXF|WEBs Defined Volatility XLF ETF|G|N|N|100|Y|N
DVXK|WEBs Defined Volatility XLK ETF|G|N|N|100|Y|N
DVXP|WEBs Defined Volatility XLP ETF|G|N|N|100|Y|N
DVXV|WEBs Defined Volatility XLV ETF|G|N|N|100|Y|N
DVXY|WEBs Defined Volatility XLY ETF|G|N|N|100|Y|N
DVY|iShares Select Dividend ETF|G|N|N|100|Y|N
DWAS|Invesco Dorsey Wright SmallCap Momentum ETF|G|N|N|100|Y|N
DWAW|AdvisorShares Dorsey Wright FSM All Cap World ETF|G|N|N|100|Y|N
DWSH|AdvisorShares Dorsey Wright Short ETF|G|N|N|100|Y|N
DWSN|Dawson Geophysical Company - Common Stock|Q|N|N|100|N|N
DWTX|Dogwood Therapeutics, Inc.  - Common Stock|S|N|N|100|N|N
DWUS|AdvisorShares Dorsey Wright FSM US Core ETF|G|N|N|100|Y|N
DXCM|DexCom, Inc. - Common Stock|Q|N|N|100|N|N
DXLG|Destination XL Group, Inc. - Common Stock|G|N|N|100|N|N
DXPE|DXP Enterprises, Inc. - Common Stock|Q|N|N|100|N|N
DXR|Daxor Corporation - Closed End Fund|S|N|N|100|N|N
DXST|Decent Holding Inc. - Class A Ordinary Shares|S|N|N|100|N|N
DYAI|Dyadic International, Inc. - Common Stock|S|N|D|100|N|N
DYCQ|DT Cloud Acquisition Corporation - Ordinary shares|G|N|D|100|N|N
DYCQR|DT Cloud Acquisition Corporation - Right|G|N|D|100|N|N
DYCQU|DT Cloud Acquisition Corporation - Unit|G|N|D|100|N|N
DYFI|IDX Dynamic Fixed Income ETF|G|N|N|100|Y|N
DYN|Dyne Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
DYTA|SGI Dynamic Tactical ETF|G|N|N|100|Y|N
EA|Electronic Arts Inc. - Common Stock|Q|N|N|100|N|N
EBAY|eBay Inc. - Common Stock|Q|N|N|100|N|N
EBC|Eastern Bankshares, Inc. - Common Stock|Q|N|N|100|N|N
EBI|Longview Advantage ETF|G|N|N|100|Y|N
EBIZ|Global X E-commerce ETF|G|N|N|100|Y|N
EBMT|Eagle Bancorp Montana, Inc. - Common Stock|G|N|N|100|N|N
EBON|Ebang International Holdings Inc. - Class A Ordinary Shares|Q|N|N|100|N|N
ECBK|ECB Bancorp, Inc. - Common Stock|S|N|N|100|N|N
ECDA|ECD Automotive Design, Inc. - Common Stock|S|N|D|100|N|N
ECDAW|ECD Automotive Design, Inc. - Warrant|S|N|D|100|N|N
ECOR|electroCore, Inc. - Common Stock|S|N|N|100|N|N
ECOW|Pacer Emerging Markets Cash Cows 100 ETF|G|N|N|100|Y|N
ECPG|Encore Capital Group Inc - Common Stock|Q|N|N|100|N|N
ECX|ECARX Holdings Inc. - Class A Ordinary shares|G|N|N|100|N|N
ECXWW|ECARX Holdings Inc. - Warrants|S|N|N|100|N|N
EDAP|EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share|G|N|N|100|N|N
EDBL|Edible Garden AG Incorporated - Common Stock|S|N|N|100|N|N
EDBLW|Edible Garden AG Incorporated - Warrant|S|N|N|100|N|N
EDHL|Everbright Digital Holding Limited - Ordinary Shares|S|N|D|100|N|N
EDIT|Editas Medicine, Inc. - Common Stock|Q|N|N|100|N|N
EDRY|EuroDry Ltd. - Common Shares|S|N|N|100|N|N
EDSA|Edesa Biotech, Inc. - Common Shares|S|N|N|100|N|N
EDTK|Skillful Craftsman Education Technology Limited - Ordinary Share|S|N|N|100|N|N
EDUC|Educational Development Corporation - Common Stock|G|N|N|100|N|N
EEFT|Euronet Worldwide, Inc. - Common Stock|Q|N|N|100|N|N
EEIQ|EpicQuest Education Group International Limited - Common Stock|S|N|D|100|N|N
EEMA|iShares MSCI Emerging Markets Asia ETF|G|N|N|100|Y|N
EFAS|Global X MSCI SuperDividend EAFE ETF|G|N|N|100|Y|N
EFOI|Energy Focus, Inc. - Common Stock|S|N|N|100|N|N
EFRA|iShares Environmental Infrastructure and Industrials ETF|G|N|N|100|Y|N
EFSC|Enterprise Financial Services Corporation - Common Stock|Q|N|N|100|N|N
EFSCP|Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|N|100|N|N
EFSI|Eagle Financial Services Inc - Common Stock|S|N|N|100|N|N
EFTY|Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares|S|N|N|100|N|N
EGAN|eGain Corporation - Common Stock|S|N|N|100|N|N
EGBN|Eagle Bancorp, Inc. - Common Stock|S|N|N|100|N|N
EGGQ|NestYield Visionary ETF|G|N|N|100|Y|N
EGHA|EGH Acquisition Corp. - Class A ordinary shares|G|N|N|100|N|N
EGHAR|EGH Acquisition Corp. - rights|G|N|N|100|N|N
EGHAU|EGH Acquisition Corp. - Unit|G|N|N|100|N|N
EGHT|8x8 Inc - Common stock|Q|N|N|100|N|N
EH|EHang Holdings Limited - ADS|G|N|N|100|N|N
EHGO|Eshallgo Inc. - Class A Ordinary Shares|S|N|D|100|N|N
EHLD|Euroholdings Ltd. - Common Stock|S|N|N|100|N|N
EHLS|Even Herd Long Short ETF|G|N|N|100|Y|N
EHTH|eHealth, Inc. - Common Stock|Q|N|N|100|N|N
EJH|E-Home Household Service Holdings Limited - Ordinary shares|S|N|N|100|N|N
EKG|First Trust Nasdaq Lux Digital Health Solutions ETF|G|N|N|100|Y|N
EKSO|Ekso Bionics Holdings, Inc. - Common Stock|S|N|N|100|N|N
ELAB|PMGC Holdings Inc. - Common Stock|S|N|N|100|N|N
ELBM|Electra Battery Materials Corporation - Common Stock|S|N|N|100|N|N
ELDN|Eledon Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
ELFY|ALPS Electrification Infrastructure ETF|G|N|N|100|Y|N
ELIL|Direxion Daily LLY Bull 2X Shares|G|N|N|100|Y|N
ELIS|Direxion Daily LLY Bear 1X Shares|G|N|N|100|Y|N
ELOG|Eastern International Ltd. - Ordinary Shares|S|N|N|100|N|N
ELPW|Elong Power Holding Limited - Class A Ordinary Shares|G|N|E|100|N|N
ELSE|Electro-Sensors, Inc. - Common Stock|S|N|N|100|N|N
ELTK|Eltek Ltd. - Ordinary Shares|S|N|N|100|N|N
ELTX|Elicio Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
ELUT|Elutia, Inc. - Class A Common Stock|S|N|N|100|N|N
ELVA|Electrovaya Inc. - Common Shares|S|N|N|100|N|N
ELVN|Enliven Therapeutics, Inc.  - Common Stock|Q|N|N|100|N|N
ELVR|Sayona Mining Limited - American Depository Shares|S|N|N|100|N|N
ELWS|Earlyworks Co., Ltd. - American Depositary Shares|S|N|D|100|N|N
EM|Smart Share Global Limited - American Depositary Shares|S|N|N|100|N|N
EMB|iShares J.P. Morgan USD Emerging Markets Bond ETF|G|N|N|100|Y|N
EMBC|Embecta Corp. - Common Stock|Q|N|N|100|N|N
EMCB|WisdomTree Emerging Markets Corporate Bond Fund|G|N|N|100|Y|N
EMEQ|Macquarie Focused Emerging Markets Equity ETF|G|N|N|100|Y|N
EMIF|iShares Emerging Markets Infrastructure ETF|G|N|N|100|Y|N
EML|Eastern Company (The) - Common Stock|G|N|N|100|N|N
EMPD|Empery Digital Inc. - Common stock|S|N|N|100|N|N
EMPG|Empro Group Inc. - Ordinary shares|S|N|N|100|N|N
EMXC|iShares MSCI Emerging Markets ex China ETF|G|N|N|100|Y|N
EMXF|iShares ESG Advanced MSCI EM ETF|G|N|N|100|Y|N
ENDW|Cambria Endowment Style ETF|G|N|N|100|Y|N
ENGN|enGene Holdings Inc. - Common Stock|S|N|N|100|N|N
ENGNW|enGene Holdings Inc. - Warrants|S|N|N|100|N|N
ENGS|Energys Group Limited - Ordinary Shares|S|N|N|100|N|N
ENLT|Enlight Renewable Energy Ltd. - Ordinary Shares|Q|N|N|100|N|N
ENLV|Enlivex Therapeutics Ltd. - Ordinary Shares|S|N|N|100|N|N
ENPH|Enphase Energy, Inc. - Common Stock|G|N|N|100|N|N
ENSC|Ensysce Biosciences, Inc. - Common Stock|S|N|N|100|N|N
ENSG|The Ensign Group, Inc. - Common Stock|Q|N|N|100|N|N
ENTA|Enanta Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
ENTG|Entegris, Inc. - Common Stock|Q|N|N|100|N|N
ENTO|Entero Therapeutics Inc. - Common Stock|S|N|D|100|N|N
ENTX|Entera Bio Ltd. - Ordinary Shares|S|N|N|100|N|N
ENVB|Enveric Biosciences, Inc.  - Common Stock|S|N|D|100|N|N
ENVX|Enovix Corporation - Common Stock|Q|N|N|100|N|N
ENZL|iShares MSCI New Zealand ETF|G|N|N|100|Y|N
EOLS|Evolus, Inc. - Common Stock|G|N|N|100|N|N
EOSE|Eos Energy Enterprises, Inc. - Common Stock|S|N|N|100|N|N
EOSEW|Eos Energy Enterprises, Inc. - Warrant|S|N|N|100|N|N
EPIX|ESSA Pharma Inc. - Common Stock|S|N|N|100|N|N
EPOW|Sunrise New Energy Co., Ltd - Class A Ordinary Shares|S|N|N|100|N|N
EPRX|Eupraxia Pharmaceuticals Inc. - Common Stock|S|N|N|100|N|N
EPSM|Epsium Enterprise Limited - Ordinary Shares|S|N|N|100|N|N
EPSN|Epsilon Energy Ltd. - Common Shares|G|N|N|100|N|N
EPWK|EPWK Holdings Ltd. - Class A Ordinary Shares|G|N|D|100|N|N
EQ|Equillium, Inc. - Common Stock|S|N|N|100|N|N
EQIX|Equinix, Inc. - Common Stock|Q|N|N|100|N|N
EQRR|ProShares Equities for Rising Rates ETF|G|N|N|100|Y|N
ERAS|Erasca, Inc. - Common Stock|Q|N|N|100|N|N
ERET|iShares Environmentally Aware Real Estate ETF|G|N|N|100|Y|N
ERIC|Ericsson - American Depositary Shares each representing 1 underlying Class B share|Q|N|N|100|N|N
ERIE|Erie Indemnity Company - Class A Common Stock|Q|N|N|100|N|N
ERII|Energy Recovery, Inc. - Common Stock|Q|N|N|100|N|N
ERNA|Ernexa Therapeutics Inc. - Common Stock|S|N|N|100|N|N
ERNZ|TrueShares Active Yield ETF|G|N|N|100|Y|N
ESCA|Escalade, Incorporated - Common Stock|G|N|N|100|N|N
ESEA|Euroseas Ltd. - Common Stock|S|N|N|100|N|N
ESGD|iShares ESG Aware MSCI EAFE ETF|G|N|N|100|Y|N
ESGE|iShares ESG Aware MSCI EM ETF|G|N|N|100|Y|N
ESGL|ESGL Holdings Limited - Class A Ordinary Shares|S|N|N|100|N|N
ESGLW|ESGL Holdings Limited - Warrants|S|N|N|100|N|N
ESGU|iShares ESG Aware MSCI USA ETF|G|N|N|100|Y|N
ESHA|ESH Acquisition Corp. - Class A Common Stock|G|N|D|100|N|N
ESHAR|ESH Acquisition Corp. - Right|G|N|D|100|N|N
ESLA|Estrella Immunopharma, Inc. - Common Stock|S|N|D|100|N|N
ESLAW|Estrella Immunopharma, Inc. - Warrant|S|N|D|100|N|N
ESLT|Elbit Systems Ltd. - Ordinary Shares|Q|N|N|100|N|N
ESMV|iShares ESG Optimized MSCI USA Min Vol Factor ETF|G|N|N|100|Y|N
ESN|Essential 40 Stock ETF|G|N|N|100|Y|N
ESOA|Energy Services of America Corporation - Common Stock|S|N|N|100|N|N
ESPO|VanEck Video Gaming and eSports ETF|G|N|N|100|Y|N
ESPR|Esperion Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
ESQ|Esquire Financial Holdings, Inc. - Common Stock|S|N|N|100|N|N
ESTA|Establishment Labs Holdings Inc. - Common Shares|S|N|N|100|N|N
ETEC|iShares Breakthrough Environmental Solutions ETF|G|N|N|100|Y|N
ETHA|iShares Ethereum Trust - iShares Ethereum Trust ETF|G|N|N|100|N|N
ETHM|Dynamix Corporation - Class A Ordinary Share|G|N|N|100|N|N
ETHMU|Dynamix Corporation - Unit|G|N|N|100|N|N
ETHMW|Dynamix Corporation - Warrant|G|N|N|100|N|N
ETHZ|ETHZilla Corporation - Common Stock|S|N|N|100|N|N
ETHZW|ETHZilla Corporation - Warrant|S|N|N|100|N|N
ETNB|89bio, Inc. - Common Stock|G|N|N|100|N|N
ETON|Eton Pharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
ETOR|eToro Group Ltd. - Class A Common Shares|Q|N|N|100|N|N
ETRL|GraniteShares 2x Long ETOR Daily ETF|G|N|N|100|Y|N
ETS|Elite Express Holding Inc. - Class A Common Stock|S|N|N|100|N|N
ETSY|Etsy, Inc. - Common Stock|Q|N|N|100|N|N
EU|enCore Energy Corp. - Common Stock|S|N|N|100|N|N
EUDA|Euda Health Holdings Limited - Ordinary Shares|S|N|N|100|N|N
